lake,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM
E 05,2017-07-13,5,2.07,2.80,1.40,0.13,.,0.04,0.00,12.6,17.42,.,0.07,8.36,0.27,67.46,4.82,476.27,39.65,442,462,0.104,.,.,65.8,19,9.3,4.62,36.30
E 05,2017-07-13,8,1.00,1.60,1.16,0.53,.,0.06,0.22,16.0,21.13,.,0.08,10.15,0.33,71.80,5.13,508.72,42.36,436,658,0.111,.,.,64.2,19,9.2,4.67,39.86
E 05,2017-07-13,10,0.86,1.58,1.39,1.14,.,0.29,0.41,15.2,20.40,.,0.11,12.34,0.40,72.83,5.20,540.93,45.04,431,661,0.113,.,.,64.1,19,9.3,4.69,40.58
E 06,2017-07-13,0,3.16,3.72,1.09,0.20,.,0.04,0.03,18.9,30.71,.,0.11,15.68,0.51,165.35,11.81,1510.94,125.80,454,148,0.123,.,.,65.0,21,11.9,3.77,5.82
E 06,2017-07-13,1,3.06,3.60,1.04,0.44,.,0.04,0.03,17.9,28.75,.,.,14.76,0.48,151.91,10.85,1375.29,114.50,450,153,0.122,.,.,66.1,22,11.8,3.83,5.67
E 06,2017-07-13,2,3.38,4.00,1.20,0.18,.,0.04,0.04,14.2,28.12,.,0.11,14.92,0.48,194.97,13.92,1545.47,128.67,465,154,0.123,.,.,66.8,22,12.0,3.84,6.50
Toolik,2017-07-14,0,0.50,0.57,0.13,0.15,.,0.04,0.05,12.5,16.57,.,0.06,.,.,56.95,4.07,316.74,26.37,388,893,0.846,.,.,428.9,85,15.9,6.24,21.83
Toolik,2017-07-14,1,0.83,0.93,0.20,0.14,.,0.03,0.01,12.6,15.93,.,0.04,.,.,46.58,3.33,290.04,24.15,379,874,0.846,.,.,424.8,85,15.5,6.19,22.23
Toolik,2017-07-14,1,0.59,0.65,0.13,0.10,.,0.03,0.01,12.6,.,.,0.05,.,.,36.94,2.64,246.00,20.48,379,883,0.855,.,.,424.8,85,15.5,6.19,22.23
Toolik,2017-07-14,3,0.98,1.08,0.19,0.17,.,0.04,0.14,12.0,15.19,.,0.04,.,.,44.72,3.19,274.48,22.85,386,875,0.851,.,.,426.6,86,15.1,6.23,22.21
Toolik,2017-07-14,5,1.05,1.18,0.26,0.16,.,0.03,0.02,12.6,16.50,.,0.06,.,.,54.67,3.90,341.89,28.47,386,887,0.851,.,.,417.0,86,15.6,6.24,22.38
Toolik,2017-07-14,8,2.34,2.69,0.67,0.09,.,0.03,0.00,15.4,19.92,.,0.06,.,.,63.28,4.52,382.79,31.87,376,976,0.847,.,.,413.2,85,15.5,6.19,23.54
Toolik,2017-07-14,12,1.54,1.76,0.44,0.20,.,0.03,0.92,14.8,18.38,.,0.05,.,.,50.11,3.58,307.60,25.61,383,1005,0.852,.,.,415.1,86,15.4,6.45,29.58
Toolik,2017-07-14,16,0.50,0.66,0.31,0.63,.,0.04,1.56,.,.,.,0.05,.,.,32.08,2.29,217.19,18.08,.,1012,0.851,.,.,429.4,87,15.8,6.43,31.32
Toolik,2017-07-14,20,0.58,0.80,0.42,0.67,.,0.14,1.84,15.8,18.82,.,0.06,.,.,42.33,3.02,269.24,22.42,383,1023,0.859,.,.,427.3,87,15.6,6.43,32.03
LTER 345,2017-07-17,1,0.63,0.67,0.07,0.12,.,0.03,0.04,11.0,12.58,.,0.04,.,.,22.13,1.58,168.32,14.01,333,461,0.448,.,.,596.5,236,87.0,15.21,13.33
LTER 345,2017-07-17,5,1.07,1.13,0.11,0.33,.,0.03,0.01,11.7,14.45,.,0.07,.,.,38.51,2.75,248.65,20.70,336,488,0.454,.,.,594.8,237,86.8,15.70,13.55
LTER 345,2017-07-17,12,0.99,1.15,0.32,0.42,.,0.03,0.97,16.2,18.39,.,0.05,.,.,30.73,2.19,186.78,15.55,334,530,0.449,.,.,584.7,236,87.4,15.19,15.46
LTER 345,2017-07-17,20,0.53,0.67,0.28,0.45,.,0.03,1.43,14.5,16.81,.,0.06,.,.,32.36,2.31,204.44,17.02,333,545,0.452,.,.,587.9,233,87.3,15.80,16.53
LTER 346,2017-07-17,26,0.44,0.58,0.27,0.47,.,0.03,1.78,12.9,16.25,.,0.05,.,.,46.91,3.35,274.70,22.87,329,547,0.447,.,.,586.2,236,87.0,15.86,17.85
LTER 346,2017-07-17,3,0.82,0.91,0.16,0.18,.,0.03,0.06,17.3,.,.,0.14,.,.,.,.,.,.,486,348,0.332,.,.,981.0,420,273.6,15.72,12.82
LTER 346,2017-07-17,4,0.93,0.99,0.12,0.18,.,0.03,0.01,21.9,.,.,0.20,.,.,.,.,.,.,487,402,0.350,.,.,999.7,431,280.2,16.08,16.35
LTER 346,2017-07-17,13,0.68,1.01,0.63,0.32,.,0.05,0.08,24.1,.,.,0.11,.,.,.,.,.,.,629,779,0.485,.,.,1464.3,597,444.5,18.97,47.50
LTER 347,2017-07-17,3,0.56,0.58,0.04,0.18,.,0.03,0.02,17.9,.,.,0.07,.,.,.,.,.,.,392,363,0.331,.,.,412.6,171,70.5,11.80,14.43
LTER 347,2017-07-17,6,1.12,1.39,0.53,0.15,.,0.03,0.07,14.3,.,.,0.06,.,.,.,.,.,.,391,474,0.325,.,.,414.7,168,70.0,11.85,15.68
LTER 347,2017-07-17,16,0.40,0.55,0.30,0.57,.,0.04,0.66,17.9,.,.,0.09,.,.,.,.,.,.,402,592,0.344,.,.,424.9,174,70.7,12.20,24.87
Fog 01,2017-07-18,1,0.33,0.35,0.04,0.15,.,0.08,0.00,15.1,17.20,.,0.07,2.22,0.07,29.44,2.10,187.42,15.60,335,1319,1.313,.,.,714.5,131,30.0,11.06,39.83
Fog 01,2017-07-18,3,0.48,0.52,0.07,0.13,.,0.06,0.02,15.1,17.53,.,0.07,2.15,0.07,34.10,2.43,232.70,19.37,335,1323,1.315,.,.,729.8,130,30.2,11.08,39.80
Fog 01,2017-07-18,4,0.56,0.62,0.11,0.13,.,0.06,0.00,16.5,19.30,.,0.07,3.09,0.10,39.24,2.80,262.93,21.89,330,1347,1.313,.,.,733.4,140,30.0,11.44,39.77
Fog 01,2017-07-18,16,2.35,2.53,0.35,0.44,.,0.06,0.00,16.3,20.29,.,0.07,6.95,0.22,55.88,3.99,342.80,28.54,388,1954,1.713,.,.,946.2,181,40.9,14.46,70.93
Fog 05,2017-07-18,1,0.82,0.95,0.25,0.08,.,0.05,0.01,14.3,17.20,.,0.07,3.32,0.11,40.60,2.90,264.14,21.99,368,952,0.903,.,.,493.6,107,23.7,7.36,25.23
Fog 05,2017-07-18,3,0.84,1.11,0.51,0.24,.,3.30,0.04,13.1,17.96,.,0.07,4.29,0.14,68.01,4.86,515.51,42.92,373,1032,0.917,.,.,502.7,107,23.5,7.18,27.51
Fog 05,2017-07-18,5,1.16,1.36,0.37,0.35,.,1.11,0.00,19.2,24.30,.,0.07,7.47,0.24,71.49,5.10,523.79,43.61,399,1302,0.991,.,.,551.0,121,27.4,8.66,34.03
Fog 05,2017-07-18,8,1.42,2.28,1.66,6.42,.,0.09,0.41,27.3,36.27,.,0.10,11.25,0.36,125.67,8.97,554.19,46.14,525,2402,1.575,.,.,878.7,186,44.1,10.46,90.25
Fog 02,2017-07-19,1,0.30,0.33,0.05,0.13,.,0.06,0.01,14.0,15.94,.,0.06,1.96,0.06,27.16,1.94,168.79,14.05,260,1445,1.395,.,.,736.9,131,33.1,9.97,17.76
Fog 02,2017-07-19,3,0.51,0.57,0.11,0.11,.,0.06,0.01,11.0,13.53,.,0.06,1.99,0.06,35.47,2.53,207.76,17.30,259,1456,1.398,.,.,725.0,130,32.4,9.82,17.63
Fog 02,2017-07-19,4,0.70,0.83,0.25,0.15,.,0.06,0.00,13.8,16.54,.,0.05,2.95,0.10,38.44,2.74,263.08,21.90,255,1530,1.408,.,.,728.4,131,33.1,9.79,17.88
Fog 02,2017-07-19,16,2.21,2.83,1.21,0.41,.,0.07,0.03,12.8,19.17,.,0.06,6.91,0.22,89.23,6.37,460.98,38.38,270,2744,1.659,.,.,852.1,152,39.5,11.49,39.26
Fog 03,2017-07-19,1,0.61,0.70,0.16,0.19,.,0.06,0.01,15.4,17.67,.,0.06,2.69,0.09,31.77,2.27,230.47,19.19,384,963,0.944,.,.,503.4,122,26.7,10.00,25.74
Fog 03,2017-07-19,3,0.66,0.75,0.15,0.15,.,0.06,0.01,16.1,18.85,.,0.15,3.12,0.10,38.57,2.75,268.56,22.36,387,968,0.943,.,.,492.0,121,26.3,9.84,25.89
Fog 03,2017-07-19,4,0.96,1.09,0.23,0.11,.,0.06,0.00,17.8,20.35,.,0.07,2.50,0.08,35.69,2.55,264.33,22.01,389,978,0.938,.,.,487.9,122,26.6,9.97,25.29
Fog 03,2017-07-19,16,0.78,1.02,0.47,1.15,.,0.06,1.07,18.5,21.53,.,0.07,3.95,0.13,42.49,3.03,247.74,20.63,428,1442,1.125,.,.,592.5,145,32.1,11.41,47.49
Toolik,2017-07-21,0,1.47,1.62,0.29,0.04,.,0.04,0.02,11.8,16.10,.,0.04,.,.,60.22,4.30,285.84,23.80,377,873,0.851,.,.,417.4,85,15.0,6.04,21.85
Toolik,2017-07-21,1,1.35,1.51,0.30,0.04,.,0.04,0.06,14.3,18.62,.,0.04,.,.,60.44,4.32,275.45,22.93,376,871,0.851,.,.,421.6,86,15.0,6.06,21.98
Toolik,2017-07-21,1,1.56,1.72,0.30,0.13,.,0.04,0.04,14.3,.,.,0.03,.,.,63.86,4.56,287.82,23.96,376,868,0.847,.,.,421.6,86,15.0,6.06,21.98
Toolik,2017-07-21,3,1.41,1.57,0.32,0.06,.,0.05,0.03,13.1,18.05,.,0.03,.,.,69.34,4.95,305.56,25.44,377,871,0.850,.,.,425.2,86,15.1,6.06,21.73
Toolik,2017-07-21,5,1.29,1.46,0.33,0.04,.,0.04,0.10,14.9,19.48,.,0.03,.,.,64.20,4.58,296.87,24.72,375,877,0.847,.,.,418.6,85,15.1,6.07,21.70
Toolik,2017-07-21,8,1.81,2.15,0.65,0.05,.,0.04,0.05,16.7,21.58,.,0.05,.,.,68.29,4.88,336.17,27.99,372,971,0.849,.,.,414.6,85,15.3,6.26,25.18
Toolik,2017-07-21,12,1.01,1.28,0.52,0.41,.,0.04,0.84,17.6,21.74,.,0.04,.,.,58.00,4.14,272.16,22.66,378,1034,0.855,.,.,418.7,86,15.1,6.43,29.35
Toolik,2017-07-21,16,0.87,1.15,0.54,0.68,.,0.04,0.85,14.9,18.64,.,0.05,.,.,52.45,3.74,253.97,21.15,379,1059,0.863,.,.,420.2,86,15.8,6.76,31.24
Toolik,2017-07-21,20,0.74,0.99,0.49,0.77,.,0.04,1.39,16.2,21.44,.,0.05,.,.,73.40,5.24,327.31,27.25,380,1056,0.860,.,.,421.3,86,15.5,6.43,31.88
S 11,2017-07-24,0,1.50,1.64,0.26,0.16,.,0.04,0.02,19.5,.,.,0.06,.,.,.,.,.,.,408,2266,2.161,.,.,992.5,295,26.9,12.12,22.02
S 11,2017-07-24,1,1.30,1.44,0.28,0.12,.,0.03,0.02,17.2,.,.,0.08,.,.,.,.,.,.,435,2264,2.192,.,.,997.1,297,26.4,12.06,22.06
S 11,2017-07-24,3,1.36,1.51,0.30,0.10,.,0.03,0.02,16.7,.,.,0.06,.,.,.,.,.,.,424,2194,2.150,.,.,1013.1,300,27.0,11.91,22.20
S 11,2017-07-24,5,1.93,2.12,0.37,0.13,.,0.02,0.01,19.9,.,.,0.01,.,.,.,.,.,.,520,3506,3.307,.,.,1590.8,451,43.6,18.11,40.93
S 11,2017-07-24,8,1.30,1.62,0.61,9.30,.,0.04,0.46,32.3,.,.,0.07,.,.,.,.,.,.,529,4212,3.709,.,.,1712.5,479,46.7,20.37,80.44
S 11,2017-07-24,10,1.27,1.82,1.06,13.70,.,0.05,0.36,34.5,.,.,0.10,.,.,.,.,.,.,530,4155,3.662,.,.,1742.0,488,48.0,20.82,98.84
S 07,2017-07-24,0,0.27,0.32,0.10,0.37,.,0.04,11.44,23.8,.,.,0.01,.,.,.,.,.,.,370,1792,1.746,.,.,921.4,199,36.9,2.80,57.47
S 07,2017-07-24,1,0.25,0.30,0.09,0.35,.,0.04,11.38,25.6,.,.,0.01,.,.,.,.,.,.,374,1771,1.723,.,.,913.5,199,37.0,2.87,57.78
S 07,2017-07-24,2,0.28,0.33,0.10,0.35,.,0.03,11.30,25.7,.,.,0.02,.,.,.,.,.,.,373,1492,1.401,.,.,927.5,199,37.1,2.79,57.90
S 06,2017-07-24,0,1.01,1.13,0.23,0.60,.,0.03,2.97,17.5,.,.,0.00,.,.,.,.,.,.,309,2000,1.993,.,.,1023.2,234,41.4,5.38,47.52
S 06,2017-07-24,1,1.07,1.21,0.27,0.61,.,0.03,2.98,18.7,.,.,0.02,.,.,.,.,.,.,308,1988,1.981,.,.,1017.7,233,42.7,5.42,47.42
S 06,2017-07-24,3,1.04,1.17,0.25,0.59,.,0.03,3.16,15.6,.,.,0.03,.,.,.,.,.,.,303,1958,1.951,.,.,1012.5,233,43.5,5.39,47.79
S 06,2017-07-24,5,1.42,1.57,0.29,0.47,.,0.03,4.55,17.5,.,.,0.05,.,.,.,.,.,.,317,1998,1.981,.,.,1017.1,231,42.3,5.10,50.77
S 06,2017-07-24,7,8.83,11.37,4.94,0.37,.,0.04,3.16,15.9,.,.,0.08,.,.,.,.,.,.,306,2380,2.354,.,.,1218.2,277,48.9,7.08,53.60
N 01,2017-07-25,0,1.51,1.73,0.41,0.07,.,0.02,0.00,15.6,.,.,0.05,.,.,.,.,.,.,414,1312,1.296,.,.,627.6,126,11.9,10.11,24.03
N 01,2017-07-25,1,0.87,0.99,0.23,0.20,.,0.02,0.02,17.3,.,.,0.07,.,.,.,.,.,.,408,1312,1.296,.,.,617.6,125,12.2,10.23,23.92
N 01,2017-07-25,3,0.95,1.09,0.27,0.07,.,0.02,0.00,17.2,.,.,0.07,.,.,.,.,.,.,410,1311,1.294,.,.,631.9,125,12.0,10.11,23.98
N 01,2017-07-25,5,1.71,1.97,0.49,0.11,.,0.03,0.01,15.8,.,.,0.05,.,.,.,.,.,.,413,1324,1.297,.,.,643.7,125,12.1,9.94,24.41
N 01,2017-07-25,8,1.89,2.37,0.92,0.22,.,0.03,0.01,15.7,.,.,0.06,.,.,.,.,.,.,390,1501,1.333,.,.,642.2,127,12.8,10.64,28.99
N 01,2017-07-25,11,0.95,1.44,0.95,0.80,.,0.03,0.25,16.1,.,.,0.03,.,.,.,.,.,.,390,1698,1.402,.,.,678.5,132,13.2,11.16,41.35
N 02,2017-07-25,0,0.55,0.66,0.19,0.17,.,0.03,0.01,16.3,.,.,0.05,.,.,.,.,.,.,395,1758,1.728,.,.,854.5,169,17.5,6.66,18.05
N 02,2017-07-25,1,0.67,0.81,0.26,0.09,.,0.03,0.07,15.8,.,.,0.04,.,.,.,.,.,.,396,1754,1.729,.,.,872.0,167,17.2,6.76,18.07
N 02,2017-07-25,3,0.73,0.87,0.28,0.08,.,0.03,0.00,14.5,.,.,0.04,.,.,.,.,.,.,397,1768,1.742,.,.,887.7,173,16.8,6.38,18.17
N 02,2017-07-25,5,1.68,1.95,0.50,0.16,.,0.04,0.03,16.3,.,.,0.06,.,.,.,.,.,.,459,2550,2.416,.,.,1173.9,238,23.7,7.63,29.80
N 02,2017-07-25,8,2.02,2.50,0.92,1.61,.,0.05,0.08,16.8,.,.,0.07,.,.,.,.,.,.,461,2873,2.580,.,.,1295.5,256,27.2,8.63,56.20
LTER 394,2017-07-26,1,1.09,1.26,0.33,0.21,.,0.05,0.08,11.4,.,.,0.07,.,.,.,.,.,.,655,420,0.341,.,.,140.9,56,8.7,7.23,11.45
LTER 394,2017-07-26,3,0.61,0.70,0.18,0.20,.,0.06,0.10,8.1,.,.,.,.,.,.,.,.,.,664,430,0.345,.,.,141.0,56,8.6,7.30,11.46
LTER 394,2017-07-26,5,1.26,1.42,0.31,0.18,.,0.05,0.16,7.3,.,.,0.08,.,.,.,.,.,.,668,484,0.341,.,.,140.5,56,8.5,7.09,11.00
LTER 394,2017-07-26,22,0.26,0.38,0.24,0.81,.,0.05,2.67,9.3,.,.,0.06,.,.,.,.,.,.,630,723,0.338,.,.,138.2,55,8.7,7.64,12.85
LTER 423,2017-07-26,1,0.26,0.32,0.10,0.14,.,0.04,0.00,13.0,.,.,0.07,.,.,.,.,.,.,1108,784,0.659,.,.,307.0,77,7.2,3.73,27.95
LTER 423,2017-07-26,3,0.60,0.69,0.17,0.09,.,0.04,0.01,13.2,.,.,0.05,.,.,.,.,.,.,1102,766,0.594,.,.,279.6,70,6.8,3.34,28.52
LTER 423,2017-07-26,6,1.61,2.02,0.80,0.11,.,0.05,0.06,10.0,.,.,0.06,.,.,.,.,.,.,910,951,0.557,.,.,253.5,65,6.9,5.88,20.78
LTER 421,2017-07-26,1,0.89,1.01,0.23,0.05,.,0.04,0.00,11.0,.,.,0.05,.,.,.,.,.,.,1251,1025,0.988,.,.,437.6,133,13.3,9.34,16.37
LTER 421,2017-07-26,3,0.83,0.97,0.25,0.03,.,0.05,0.01,14.2,.,.,0.04,.,.,.,.,.,.,1244,1031,0.992,.,.,442.3,133,13.6,9.22,16.44
LTER 421,2017-07-26,5,1.30,1.52,0.42,0.14,.,0.03,0.00,9.7,.,.,0.04,.,.,.,.,.,.,1246,1058,0.989,.,.,440.0,133,13.8,9.51,16.52
LTER 421,2017-07-26,16,0.72,0.95,0.45,0.56,.,0.04,3.56,16.2,.,.,0.03,.,.,.,.,.,.,1332,1573,1.126,.,.,499.4,154,16.3,11.47,31.34
NE 12,2017-07-26,1,9.35,10.87,2.95,0.07,.,0.03,0.00,11.1,.,.,0.05,.,.,.,.,.,.,1850,1584,1.559,.,.,771.3,160,18.3,7.52,33.77
NE 12,2017-07-26,5,0.82,0.92,0.19,0.04,.,0.02,0.00,9.8,.,.,0.05,.,.,.,.,.,.,1867,1628,1.582,.,.,798.7,163,18.8,6.81,34.32
NE 12,2017-07-26,10,1.80,2.20,0.77,0.07,.,0.04,0.00,8.6,.,.,0.05,.,.,.,.,.,.,1887,1857,1.627,.,.,809.3,165,19.4,8.10,40.25
Toolik,2017-07-28,0,1.20,1.35,0.29,0.35,.,0.02,1.61,13.0,18.01,.,0.04,.,.,70.15,5.01,354.74,29.54,398,904,0.838,.,.,404.1,83,14.7,5.60,23.83
Toolik,2017-07-28,1,1.34,1.53,0.37,0.07,.,0.03,0.02,15.5,19.48,.,0.04,.,.,55.75,3.98,326.72,27.20,395,894,0.831,.,.,402.5,82,14.5,5.58,23.83
Toolik,2017-07-28,1,0.97,1.11,0.27,0.06,.,0.02,0.00,15.5,.,.,0.05,.,.,60.82,4.34,330.33,27.50,395,897,0.833,.,.,402.5,82,14.5,5.58,23.83
Toolik,2017-07-28,3,1.27,1.46,0.37,0.24,.,0.03,0.03,13.1,17.64,.,0.05,.,.,63.55,4.54,336.36,28.00,401,906,0.843,.,.,404.7,83,14.4,5.55,23.71
Toolik,2017-07-28,5,1.47,1.74,0.53,0.04,.,0.03,0.01,16.0,20.68,.,0.04,.,.,65.55,4.68,333.58,27.77,417,914,0.827,.,.,390.8,82,14.2,5.47,25.33
Toolik,2017-07-28,8,1.54,1.90,0.69,0.11,.,0.03,0.01,16.0,20.96,.,0.06,.,.,69.44,4.96,339.88,28.30,407,987,0.818,.,.,394.2,81,14.2,5.57,26.06
Toolik,2017-07-28,12,1.33,1.31,-0.06,0.48,.,0.03,0.15,16.0,20.55,.,0.05,.,.,63.76,4.55,279.36,23.26,380,1192,0.847,.,.,411.6,84,15.1,6.29,28.80
Toolik,2017-07-28,16,0.33,0.68,0.68,0.92,.,0.03,0.81,17.2,21.95,.,0.07,.,.,66.49,4.75,272.12,22.66,377,1220,0.839,.,.,410.0,84,15.1,6.30,31.47
Toolik,2017-07-28,20,0.67,0.99,0.60,1.01,.,0.03,1.67,15.3,19.80,.,0.04,.,.,63.04,4.50,263.58,21.95,374,1266,0.850,.,.,417.8,84,15.3,6.27,32.71
E 05,2017-07-31,0,2.20,2.61,0.80,0.35,.,0.04,0.00,20.6,25.33,.,0.05,6.37,0.21,66.23,4.73,490.25,40.82,459,549,0.102,.,.,64.4,19,9.4,4.30,34.65
E 05,2017-07-31,1,2.14,2.57,0.84,0.14,.,0.03,0.00,11.4,16.06,.,0.05,7.21,0.23,65.24,4.66,498.39,41.50,449,414,0.103,.,.,63.5,19,9.4,4.24,34.62
E 05,2017-07-31,3,2.09,2.55,0.89,0.10,.,0.04,0.00,14.4,19.06,.,0.04,10.17,0.33,65.24,4.66,486.76,40.53,453,355,0.104,.,.,63.8,19,9.4,4.24,34.70
E 05,2017-07-31,5,1.83,2.42,1.13,0.10,.,0.05,0.00,16.2,21.80,.,0.07,8.41,0.27,78.41,5.60,549.60,45.76,444,927,0.104,.,.,63.7,19,9.5,4.39,36.28
E 05,2017-07-31,8,1.03,1.60,1.10,0.62,.,0.06,0.64,15.5,20.75,.,0.00,10.84,0.35,73.59,5.25,553.75,46.10,413,1941,0.110,.,.,64.4,19,9.5,4.76,42.99
E 05,2017-07-31,10,0.58,1.06,0.94,1.37,.,0.10,0.76,12.5,18.79,.,0.10,13.07,0.42,88.11,6.29,672.15,55.96,410,2166,0.116,.,.,64.0,19,9.4,4.75,44.41
E 06,2017-07-31,0,2.25,2.80,1.06,0.26,.,0.05,0.01,20.4,26.82,.,0.10,8.56,0.28,89.88,6.42,785.65,65.41,530,387,0.110,.,.,67.4,22,12.4,3.27,15.27
E 06,2017-07-31,1,2.25,2.81,1.09,0.30,.,0.05,0.02,18.6,25.45,.,0.12,9.38,0.30,95.91,6.85,821.88,68.43,537,363,0.113,.,.,79.2,22,12.6,3.34,15.28
E 06,2017-07-31,2,2.75,4.11,2.63,0.40,.,0.05,0.04,18.4,27.05,.,0.08,13.15,0.42,121.22,8.65,1097.63,91.39,529,354,0.114,.,.,78.3,22,12.8,3.25,15.35
Fog 01,2017-08-01,1,1.06,1.23,0.31,0.17,.,0.03,0.01,12.7,15.17,.,0.07,4.16,0.13,34.55,2.47,280.88,23.39,350,1350,1.330,.,.,714.8,141,30.1,10.94,41.02
Fog 01,2017-08-01,3,1.03,1.19,0.31,0.13,.,0.03,0.00,14.4,18.22,.,0.07,3.93,0.13,53.55,3.82,330.59,27.52,350,1356,1.333,.,.,723.6,137,30.4,10.92,40.71
Fog 01,2017-08-01,7,1.41,1.59,0.34,0.31,.,0.03,0.00,17.4,20.12,.,0.06,3.92,0.13,38.09,2.72,350.82,29.21,367,1586,1.456,.,.,800.3,148,33.9,12.29,47.60
Fog 01,2017-08-01,16,0.41,0.66,0.49,1.35,.,0.03,0.22,17.6,20.47,.,0.07,5.74,0.19,40.18,2.87,228.12,18.99,392,2127,1.707,.,.,953.7,171,41.0,14.84,70.15
Fog 05,2017-08-01,1,0.94,1.15,0.40,0.16,.,0.03,0.01,18.6,23.87,.,0.08,9.41,0.30,73.77,5.27,460.84,38.37,509,979,0.908,.,.,512.4,103,24.1,4.55,34.55
Fog 05,2017-08-01,3,0.96,1.18,0.42,0.14,.,0.03,0.01,19.1,22.88,.,0.08,3.20,0.10,52.99,3.78,261.68,21.79,513,985,0.911,.,.,498.2,103,24.0,4.58,34.10
Fog 05,2017-08-01,4,1.36,1.69,0.64,0.17,.,0.03,0.00,17.8,23.38,.,0.09,6.47,0.21,78.14,5.58,459.58,38.26,548,1029,0.859,.,.,452.3,105,23.5,4.86,34.65
Fog 05,2017-08-01,8,0.93,1.56,1.22,6.99,.,0.06,0.54,27.3,30.69,.,0.10,9.11,0.29,47.49,3.39,485.37,40.41,523,2512,1.533,.,.,811.1,180,42.7,10.39,88.89
Fog 02,2017-08-02,1,0.67,0.75,0.16,0.40,.,0.03,0.01,11.1,14.31,.,0.05,4.34,0.14,45.01,3.21,260.12,21.66,272,1442,1.422,.,.,698.8,130,33.7,9.54,17.59
Fog 02,2017-08-02,3,0.63,0.70,0.14,0.24,.,0.03,0.00,10.9,14.08,.,0.06,4.19,0.14,44.51,3.18,269.63,22.45,266,1440,1.419,.,.,704.7,129,32.8,9.53,17.42
Fog 02,2017-08-02,7,0.67,0.77,0.18,0.09,.,0.03,0.02,13.2,16.64,.,0.05,3.02,0.10,48.15,3.44,254.30,21.17,272,1542,1.416,.,.,713.6,131,33.7,9.43,17.56
Fog 02,2017-08-02,16,0.81,1.07,0.50,2.00,.,0.04,0.15,15.6,19.58,.,0.06,6.40,0.21,55.71,3.98,358.52,29.85,266,1946,1.628,.,.,815.2,148,39.7,11.52,36.20
Fog 03,2017-08-02,1,0.82,0.94,0.23,0.17,.,0.03,0.02,17.6,20.15,.,0.07,2.69,0.09,35.68,2.55,237.64,19.79,400,981,0.941,.,.,468.5,121,26.1,9.51,26.07
Fog 03,2017-08-02,3,0.82,0.94,0.24,0.13,.,0.03,0.01,17.8,21.48,.,0.07,3.12,0.10,51.49,3.68,296.73,24.71,405,991,0.948,.,.,481.3,121,26.2,9.24,26.05
Fog 03,2017-08-02,8,0.80,0.94,0.26,0.27,.,0.03,0.01,19.6,22.49,.,0.07,3.74,0.12,40.41,2.89,224.13,18.66,409,1070,0.960,.,.,474.6,123,26.8,9.51,26.87
Fog 03,2017-08-02,16,0.35,0.54,0.36,1.44,.,0.04,1.28,22.6,25.02,.,0.07,4.99,0.16,33.95,2.42,209.18,17.42,422,1552,1.117,.,.,571.4,143,31.6,11.32,47.83
Toolik,2017-08-04,0,1.19,1.33,0.27,0.25,.,0.03,1.88,14.0,19.31,.,0.06,.,.,74.44,5.31,338.10,28.15,406,851,0.825,.,.,412.2,84,14.8,5.41,24.94
Toolik,2017-08-04,1,.,.,.,0.11,.,0.03,0.00,13.1,16.23,.,0.06,.,.,43.84,3.13,288.89,24.05,407,855,0.829,.,.,411.4,84,15.0,5.39,24.95
Toolik,2017-08-04,1,1.11,1.21,0.20,0.09,.,0.03,0.00,13.1,.,.,0.04,.,.,43.49,3.10,278.67,23.20,407,860,0.834,.,.,411.4,84,15.0,5.39,24.95
Toolik,2017-08-04,3,1.17,1.32,0.29,0.09,.,0.03,0.00,13.6,17.06,.,0.05,.,.,48.50,3.46,320.10,26.65,402,850,0.824,.,.,411.3,84,15.1,5.53,25.00
Toolik,2017-08-04,5,1.40,1.59,0.36,0.09,.,0.03,0.00,13.9,17.30,.,0.04,.,.,47.64,3.40,295.07,24.57,409,863,0.837,.,.,416.2,84,14.9,5.51,24.76
Toolik,2017-08-04,8,0.97,1.10,0.26,0.08,.,0.03,0.01,12.6,16.25,.,0.05,.,.,51.14,3.65,313.21,26.08,409,856,0.829,.,.,406.7,85,14.7,5.50,25.18
Toolik,2017-08-04,12,0.81,1.03,0.42,0.79,.,0.05,0.00,16.0,18.83,.,0.05,.,.,39.64,2.83,211.11,17.58,383,1022,0.853,.,.,419.6,86,15.1,6.33,30.03
Toolik,2017-08-04,16,0.64,0.87,0.43,1.13,.,0.04,1.17,14.4,17.44,.,0.05,.,.,42.55,3.04,261.04,21.73,369,1033,0.846,.,.,415.7,86,15.3,6.45,31.99
Toolik,2017-08-04,20,0.55,0.78,0.44,1.26,.,0.03,1.78,15.7,18.70,.,0.05,.,.,41.96,3.00,237.12,19.74,355,1052,0.853,.,.,415.5,87,15.7,6.37,33.15
Zev Lake,2017-08-07,1,1.05,1.20,0.29,0.18,.,0.00,0.01,14.6,.,.,0.02,.,.,.,.,.,.,404,480,0.445,.,.,222.5,46,13.0,4.89,21.91
